Accession	Name	Description	source	Filtered Spectra	Distinct Peptides	Coverage
O14828	SCAMP3	Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 PE=1 SV=3	clasp_minus_rep2	4	3	28.8184438040346
O14828	SCAMP3	Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 PE=1 SV=3	clasp_plus_rep1	3	3	28.8184438040346
O14828	SCAMP3	Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 PE=1 SV=3	clasp_plus_rep2	6	4	28.8184438040346
Q14160	SCRIB	Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4	clasp_minus_rep1	19	18	41.3496932515337
Q14160	SCRIB	Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4	clasp_minus_rep2	16	14	41.3496932515337
Q14160	SCRIB	Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4	clasp_plus_rep1	30	25	41.3496932515338
Q14160	SCRIB	Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4	clasp_plus_rep2	27	24	41.3496932515337
O15027	SEC16A	Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	clasp_minus_rep2	4	4	20.9729233593391
O15027	SEC16A	Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	clasp_plus_rep1	2	2	20.9729233593391
O15027	SEC16A	Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	clasp_plus_rep2	2	2	20.9729233593391
O15027	SEC16A	Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	no4SU_minus_rep2	4	4	20.330426801285
O15027	SEC16A	Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	no4SU_plus_rep2	2	2	20.330426801285
Q15436	SEC23A	Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2	clasp_minus_rep1	18	14	54.3790849673203
Q15436	SEC23A	Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2	clasp_minus_rep2	21	16	54.3790849673203
Q15436	SEC23A	Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2	clasp_plus_rep1	22	15	54.3790849673203
Q15436	SEC23A	Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2	clasp_plus_rep2	20	14	54.3790849673203
Q15436	SEC23A	Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2	no4SU_minus_rep1	2	2	49.6732026143791
P53992	SEC24C	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	clasp_minus_rep1	19	15	33.0895795246801
P53992	SEC24C	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	clasp_minus_rep2	23	19	33.0895795246801
P53992	SEC24C	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	clasp_plus_rep1	21	15	33.0895795246801
P53992	SEC24C	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	clasp_plus_rep2	24	18	33.0895795246801
P53992	SEC24C	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	no4SU_minus_rep2	5	5	34.4606946983547
P53992	SEC24C	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3	no4SU_plus_rep2	4	3	34.4606946983547
O94979	SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	clasp_minus_rep1	38	27	47.2131147540983
O94979	SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	clasp_minus_rep2	41	30	47.2131147540983
O94979	SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	clasp_plus_rep1	49	34	47.2131147540984
O94979	SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	clasp_plus_rep2	53	37	47.2131147540984
O94979	SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	no4SU_minus_rep2	10	8	33.9344262295082
O94979	SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	no4SU_plus_rep2	8	6	33.9344262295082
P61619	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=2	clasp_minus_rep1	4	4	27.3109243697479
P61619	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=2	clasp_minus_rep2	4	4	27.3109243697479
P61619	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=2	clasp_plus_rep1	5	4	27.3109243697479
P61619	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=2	clasp_plus_rep2	3	3	27.3109243697479
Q96EE3	SEH1L	Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L PE=1 SV=3	clasp_minus_rep1	9	8	48.0555555555556
Q96EE3	SEH1L	Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L PE=1 SV=3	clasp_minus_rep2	8	8	48.0555555555556
Q96EE3	SEH1L	Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L PE=1 SV=3	clasp_plus_rep1	10	9	48.0555555555556
Q96EE3	SEH1L	Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L PE=1 SV=3	clasp_plus_rep2	10	8	48.0555555555556
Q15019	SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	clasp_minus_rep1	7	4	38.781163434903
Q15019	SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	clasp_minus_rep2	5	4	38.7811634349031
Q15019	SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	clasp_plus_rep1	6	6	38.7811634349031
Q15019	SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	clasp_plus_rep2	5	5	38.7811634349031
Q9UHD8	SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	clasp_minus_rep1	32	25	75.5972696245734
Q9UHD8	SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	clasp_minus_rep2	39	31	75.5972696245734
Q9UHD8	SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	clasp_plus_rep1	50	34	75.5972696245734
Q9UHD8	SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	clasp_plus_rep2	53	37	75.5972696245734
Q9UHD8	SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	no4SU_minus_rep2	6	6	56.3139931740614
Q9UHD8	SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	no4SU_plus_rep2	9	8	56.3139931740614
P29508	SERPINB3	Serpin B3 OS=Homo sapiens GN=SERPINB3 PE=1 SV=2	no4SU_minus_rep2	17	13	35.8974358974359
P50454	SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	clasp_minus_rep1	20	14	56.4593301435407
P50454	SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	clasp_minus_rep2	25	15	56.4593301435407
P50454	SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	clasp_plus_rep1	18	14	56.4593301435407
P50454	SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	clasp_plus_rep2	19	13	56.4593301435407
P50454	SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	no4SU_minus_rep2	4	3	45.4545454545455
P50454	SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	no4SU_plus_rep2	3	3	45.4545454545455
O75533	SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	clasp_minus_rep1	15	13	46.1656441717791
O75533	SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	clasp_minus_rep2	13	13	46.1656441717791
O75533	SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	clasp_plus_rep1	28	24	46.1656441717791
O75533	SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	clasp_plus_rep2	18	14	46.1656441717791
Q13435	SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	clasp_minus_rep1	13	12	34.9720670391061
Q13435	SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	clasp_minus_rep2	7	7	34.9720670391061
Q13435	SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	clasp_plus_rep1	17	15	34.9720670391061
Q13435	SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	clasp_plus_rep2	20	17	34.9720670391061
Q15393	SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	clasp_minus_rep1	27	22	46.6721446179129
Q15393	SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	clasp_minus_rep2	26	22	46.6721446179129
Q15393	SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	clasp_plus_rep1	33	25	46.6721446179129
Q15393	SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	clasp_plus_rep2	29	25	46.6721446179129
Q15393	SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	no4SU_minus_rep1	2	2	49.5480690221857
Q15393	SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	no4SU_plus_rep2	3	3	35.0862777321282
A1X283	SH3PXD2B	SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	clasp_minus_rep1	20	17	54.5554335894621
A1X283	SH3PXD2B	SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	clasp_minus_rep2	26	23	54.5554335894621
A1X283	SH3PXD2B	SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	clasp_plus_rep1	30	23	54.5554335894621
A1X283	SH3PXD2B	SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	clasp_plus_rep2	38	32	54.5554335894621
A1X283	SH3PXD2B	SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	no4SU_minus_rep2	6	6	39.9560922063666
A1X283	SH3PXD2B	SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	no4SU_plus_rep2	5	4	39.9560922063666
Q96ST3	SIN3A	Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2	clasp_minus_rep1	11	11	36.9206598586017
Q96ST3	SIN3A	Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2	clasp_minus_rep2	13	12	36.9206598586017
Q96ST3	SIN3A	Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2	clasp_plus_rep1	11	11	36.9206598586017
Q96ST3	SIN3A	Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2	clasp_plus_rep2	15	13	36.9206598586017
Q96ST3	SIN3A	Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2	no4SU_minus_rep2	5	5	31.5789473684211
Q96FS4	SIPA1	Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=1 SV=1	clasp_minus_rep1	4	4	28.9827255278311
Q96FS4	SIPA1	Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=1 SV=1	clasp_minus_rep2	4	3	28.9827255278311
Q96FS4	SIPA1	Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=1 SV=1	clasp_plus_rep1	5	5	28.9827255278311
Q96FS4	SIPA1	Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=1 SV=1	clasp_plus_rep2	3	3	28.9827255278311
P42285	SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	clasp_minus_rep1	8	7	34.8368522072937
P42285	SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	clasp_minus_rep2	7	7	34.8368522072937
P42285	SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	clasp_plus_rep1	14	12	34.8368522072937
P42285	SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	clasp_plus_rep2	19	17	34.8368522072937
Q00325	SLC25A3	Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=2	clasp_minus_rep1	12	10	40.3314917127072
Q00325	SLC25A3	Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=2	clasp_minus_rep2	12	11	40.3314917127072
Q00325	SLC25A3	Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=2	clasp_plus_rep1	10	9	40.3314917127072
Q00325	SLC25A3	Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=2	clasp_plus_rep2	9	8	40.3314917127072
P12235	SLC25A4	ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4	clasp_minus_rep1	9	7	45.3020134228188
P12235	SLC25A4	ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4	clasp_minus_rep2	9	7	45.3020134228188
P12235	SLC25A4	ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4	clasp_plus_rep1	7	5	45.3020134228188
P12235	SLC25A4	ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4	clasp_plus_rep2	10	8	45.3020134228188
P05141	SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	clasp_minus_rep1	15	13	63.4228187919463
P05141	SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	clasp_minus_rep2	17	14	63.4228187919463
P05141	SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	clasp_plus_rep1	12	10	63.4228187919463
P05141	SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	clasp_plus_rep2	15	12	63.4228187919463
P05141	SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	no4SU_minus_rep2	2	2	42.2818791946309
P12236	SLC25A6	ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	clasp_minus_rep1	12	10	56.0402684563758
P12236	SLC25A6	ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	clasp_minus_rep2	13	10	56.0402684563758
P12236	SLC25A6	ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	clasp_plus_rep1	10	8	56.0402684563758
P12236	SLC25A6	ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	clasp_plus_rep2	12	10	56.0402684563758
P12236	SLC25A6	ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	no4SU_minus_rep2	2	2	45.9731543624161
P08195	SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	clasp_minus_rep1	6	5	23.6507936507936
P08195	SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	clasp_minus_rep2	8	7	23.6507936507936
P08195	SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	clasp_plus_rep1	4	4	23.650793650793702
P08195	SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	clasp_plus_rep2	5	4	23.650793650793702
Q9NWH9	SLTM	SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=1 SV=2	clasp_minus_rep1	11	9	34.5261121856867
Q9NWH9	SLTM	SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=1 SV=2	clasp_minus_rep2	6	6	34.5261121856867
Q9NWH9	SLTM	SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=1 SV=2	clasp_plus_rep1	19	17	34.5261121856867
Q9NWH9	SLTM	SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=1 SV=2	clasp_plus_rep2	23	20	34.5261121856867
P28370	SMARCA1	Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2	clasp_minus_rep1	22	18	37.5711574952562
P28370	SMARCA1	Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2	clasp_minus_rep2	23	20	37.5711574952562
P28370	SMARCA1	Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2	clasp_plus_rep1	27	23	37.5711574952562
P28370	SMARCA1	Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2	clasp_plus_rep2	32	28	37.5711574952562
P51531	SMARCA2	Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2 PE=1 SV=2	clasp_minus_rep1	19	16	28.3647798742138
P51531	SMARCA2	Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2 PE=1 SV=2	clasp_minus_rep2	21	18	28.3647798742138
P51531	SMARCA2	Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2 PE=1 SV=2	clasp_plus_rep1	27	23	28.3647798742138
P51531	SMARCA2	Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2 PE=1 SV=2	clasp_plus_rep2	33	28	28.3647798742138
P51531	SMARCA2	Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2 PE=1 SV=2	no4SU_minus_rep2	4	4	30.7547169811321
P51531	SMARCA2	Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2 PE=1 SV=2	no4SU_plus_rep2	2	2	30.7547169811321
P51532	SMARCA4	Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2	clasp_minus_rep1	34	28	36.7334547662417
P51532	SMARCA4	Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2	clasp_minus_rep2	35	29	36.7334547662417
P51532	SMARCA4	Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2	clasp_plus_rep1	49	40	36.7334547662417
P51532	SMARCA4	Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2	clasp_plus_rep2	53	43	36.7334547662417
P51532	SMARCA4	Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2	no4SU_minus_rep2	7	7	35.1548269581056
P51532	SMARCA4	Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2	no4SU_plus_rep2	6	5	35.1548269581056
O60264	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	clasp_minus_rep1	32	26	54.9429657794677
O60264	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	clasp_minus_rep2	29	27	54.9429657794677
O60264	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	clasp_plus_rep1	30	28	54.9429657794677
O60264	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	clasp_plus_rep2	33	29	54.9429657794677
Q14683	SMC1A	Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2	clasp_minus_rep1	13	12	46.0665044606651
Q14683	SMC1A	Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2	clasp_minus_rep2	9	9	46.066504460665
Q14683	SMC1A	Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2	clasp_plus_rep1	21	18	46.0665044606651
Q14683	SMC1A	Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2	clasp_plus_rep2	17	16	46.0665044606651
O95347	SMC2	Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	clasp_minus_rep1	12	11	36.1737677527151
O95347	SMC2	Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	clasp_minus_rep2	5	5	36.1737677527151
O95347	SMC2	Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	clasp_plus_rep1	15	15	36.1737677527151
O95347	SMC2	Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	clasp_plus_rep2	16	16	36.1737677527151
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	clasp_minus_rep1	31	31	61.1801242236024
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	clasp_minus_rep2	32	31	61.1801242236024
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	clasp_plus_rep1	26	23	61.1801242236024
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	clasp_plus_rep2	47	39	61.1801242236024
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	no4SU_minus_rep2	11	10	48.7577639751553
Q9NTJ3	SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	no4SU_plus_rep2	6	6	48.7577639751553
A6NHR9	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 PE=1 SV=2	clasp_minus_rep1	2	2	20.6483790523691
A6NHR9	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 PE=1 SV=2	clasp_plus_rep2	3	3	20.6483790523691
P53814	SMTN	Smoothelin OS=Homo sapiens GN=SMTN PE=1 SV=7	clasp_minus_rep1	19	17	42.0937840785169
P53814	SMTN	Smoothelin OS=Homo sapiens GN=SMTN PE=1 SV=7	clasp_minus_rep2	23	22	42.0937840785169
P53814	SMTN	Smoothelin OS=Homo sapiens GN=SMTN PE=1 SV=7	clasp_plus_rep1	23	19	42.0937840785169
P53814	SMTN	Smoothelin OS=Homo sapiens GN=SMTN PE=1 SV=7	clasp_plus_rep2	22	19	42.0937840785169
Q2TAY7	SMU1	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	clasp_minus_rep1	5	4	29.8245614035088
Q2TAY7	SMU1	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	clasp_minus_rep2	7	7	29.8245614035088
Q2TAY7	SMU1	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	clasp_plus_rep1	9	8	29.8245614035088
Q2TAY7	SMU1	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	clasp_plus_rep2	8	7	29.8245614035088
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	clasp_minus_rep1	81	51	78.4615384615384
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	clasp_minus_rep2	83	53	78.4615384615384
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	clasp_plus_rep1	87	55	78.4615384615384
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	clasp_plus_rep2	96	60	78.4615384615383
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	no4SU_minus_rep1	2	2	76.9230769230769
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	no4SU_minus_rep2	37	29	68.6813186813187
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	no4SU_plus_rep1	8	8	76.9230769230769
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	no4SU_plus_rep2	42	30	68.6813186813187
O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	clasp_minus_rep1	34	30	47.4250936329588
O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	clasp_minus_rep2	35	27	47.4250936329588
O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	clasp_plus_rep1	28	24	47.4250936329588
O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	clasp_plus_rep2	40	31	47.4250936329588
O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	no4SU_minus_rep2	9	8	47.0973782771536
O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	no4SU_plus_rep2	5	5	47.0973782771536
P62314	SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	clasp_minus_rep1	9	4	58.8235294117647
P62314	SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	clasp_minus_rep2	8	4	58.8235294117647
P62314	SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	clasp_plus_rep1	9	4	58.8235294117647
P62314	SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	clasp_plus_rep2	10	5	58.8235294117647
P62318	SNRPD3	Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	clasp_plus_rep2	2	2	23.015873015873
